Renewable,LC,Main,LS,Bmode
397,3,0.800000,3,1
397,4,0.000000,4,1
397,5,0.000000,5,1
397,6,1.200000,6,1
397,7,1.000000,7,0
398,0,0.000000,0,1
398,1,0.000000,1,1
398,2,0.000000,2,1
398,3,0.800000,3,1
398,4,0.000000,4,1
398,5,0.000000,5,1
398,6,1.200000,6,1
398,7,1.000000,7,0
399,0,0.000000,0,1
399,1,0.000000,1,1
399,2,0.000000,2,1
399,3,0.800000,3,1
399,4,0.000000,4,1
399,5,0.000000,5,1
399,6,1.200000,6,1
399,7,1.000000,7,0
